"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","ECO_NAME"
"1.42893","Zizania aquatica var. aquatica","Zizania","Zizania aquatica","var.","aquatica","Northern Appalachian / Acadian"
"2.2","Alnus alnobetula","Alnus","Alnus alnobetula","","","Alaska-Yukon Arctic"
"2.3","Agrostis mertensii","Agrostis","Agrostis mertensii","","","Alaska-Yukon Arctic"
"2.7","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Alaska-Yukon Arctic"
"2.14","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Alaska-Yukon Arctic"
"2.16","Allium schoenoprasum","Allium","Allium schoenoprasum","","","Alaska-Yukon Arctic"
"2.17","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Alaska-Yukon Arctic"
"2.31","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Alaska-Yukon Arctic"
"2.32","Betula papyrifera","Betula","Betula papyrifera","","","Alaska-Yukon Arctic"
"2.33","Betula occidentalis","Betula","Betula occidentalis","","","Alaska-Yukon Arctic"
"2.34","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Alaska-Yukon Arctic"
"2.36","Astragalus umbellatus","Astragalus","Astragalus umbellatus","","","Alaska-Yukon Arctic"
"2.37","Astragalus eucosmus","Astragalus","Astragalus eucosmus","","","Alaska-Yukon Arctic"
"2.42","Astragalus robbinsii var. minor","Astragalus","Astragalus robbinsii","var.","minor","Alaska-Yukon Arctic"
"2.65","Empetrum nigrum","Empetrum","Empetrum nigrum","","","Alaska-Yukon Arctic"
"2.66","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","Alaska-Yukon Arctic"
"2.73","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Alaska-Yukon Arctic"
"2.84","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Alaska-Yukon Arctic"
"2.85","Elymus alaskanus","Elymus","Elymus alaskanus","","","Alaska-Yukon Arctic"
"2.86","Elymus violaceus","Elymus","Elymus violaceus","","","Alaska-Yukon Arctic"
"2.88","Elymus macrourus","Elymus","Elymus macrourus","","","Alaska-Yukon Arctic"
"2.103","Hedysarum boreale","Hedysarum","Hedysarum boreale","","","Alaska-Yukon Arctic"
"2.107","Festuca altaica","Festuca","Festuca altaica","","","Alaska-Yukon Arctic"
"2.121","Honckenya peploides","Honckenya","Honckenya peploides","","","Alaska-Yukon Arctic"
"2.123","Festuca rubra subsp. rubra","Festuca","Festuca rubra","subsp.","rubra","Alaska-Yukon Arctic"
"2.124","Hedysarum boreale subsp. mackenziei","Hedysarum","Hedysarum boreale","subsp.","mackenziei","Alaska-Yukon Arctic"
"2.132","Hedysarum americanum","Hedysarum","Hedysarum americanum","","","Alaska-Yukon Arctic"
"2.164","Festuca rubra","Festuca","Festuca rubra","","","Alaska-Yukon Arctic"
"2.176","Juniperus communis","Juniperus","Juniperus communis","","","Alaska-Yukon Arctic"
"2.179","Leymus innovatus","Leymus","Leymus innovatus","","","Alaska-Yukon Arctic"
"2.182","Leymus innovatus subsp. innovatus","Leymus","Leymus innovatus","subsp.","innovatus","Alaska-Yukon Arctic"
"2.187","Leymus mollis","Leymus","Leymus mollis","","","Alaska-Yukon Arctic"
"2.190","Picea glauca","Picea","Picea glauca","","","Alaska-Yukon Arctic"
"2.193","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","Alaska-Yukon Arctic"
"2.197","Populus balsamifera","Populus","Populus balsamifera","","","Alaska-Yukon Arctic"
"2.198","Picea mariana","Picea","Picea mariana","","","Alaska-Yukon Arctic"
"2.201","Poa alpina","Poa","Poa alpina","","","Alaska-Yukon Arctic"
"2.202","Physaria arctica","Physaria","Physaria arctica","","","Alaska-Yukon Arctic"
"2.206","Poa glauca","Poa","Poa glauca","","","Alaska-Yukon Arctic"
"2.210","Poa glauca subsp. rupicola","Poa","Poa glauca","subsp.","rupicola","Alaska-Yukon Arctic"
"2.211","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","Alaska-Yukon Arctic"
"2.212","Poa arctica","Poa","Poa arctica","","","Alaska-Yukon Arctic"
"2.231","Poa pratensis","Poa","Poa pratensis","","","Alaska-Yukon Arctic"
"2.264","Poa abbreviata subsp. abbreviata","Poa","Poa abbreviata","subsp.","abbreviata","Alaska-Yukon Arctic"
"2.288","Ribes triste","Ribes","Ribes triste","","","Alaska-Yukon Arctic"
"2.289","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Alaska-Yukon Arctic"
"2.290","Rhodiola rosea","Rhodiola","Rhodiola rosea","","","Alaska-Yukon Arctic"
"2.295","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Alaska-Yukon Arctic"
"2.298","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Alaska-Yukon Arctic"
"2.300","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Alaska-Yukon Arctic"
"2.302","Salix pulchra","Salix","Salix pulchra","","","Alaska-Yukon Arctic"
"2.310","Salix planifolia","Salix","Salix planifolia","","","Alaska-Yukon Arctic"
"2.313","Salix reticulata","Salix","Salix reticulata","","","Alaska-Yukon Arctic"
"2.317","Salix arctica","Salix","Salix arctica","","","Alaska-Yukon Arctic"
"2.328","Salix richardsonii","Salix","Salix richardsonii","","","Alaska-Yukon Arctic"
"2.362","Salix arctophila","Salix","Salix arctophila","","","Alaska-Yukon Arctic"
"2.405","Triglochin maritima","Triglochin","Triglochin maritima","","","Alaska-Yukon Arctic"
"2.414","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Alaska-Yukon Arctic"
"2.416","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Alaska-Yukon Arctic"
"2.429","Vaccinium microcarpum","Vaccinium","Vaccinium microcarpum","","","Alaska-Yukon Arctic"
"3","Agrostis mertensii","Agrostis","Agrostis mertensii","","","Arctic Cordillera"
"3.7","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Arctic Cordillera"
"3.15","Alnus alnobetula","Alnus","Alnus alnobetula","","","Arctic Cordillera"
"3.16","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Arctic Cordillera"
"3.19","Astragalus alpinus var. alpinus","Astragalus","Astragalus alpinus","var.","alpinus","Arctic Cordillera"
"3.27","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Arctic Cordillera"
"3.34","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Arctic Cordillera"
"3.35","Comarum palustre","Comarum","Comarum palustre","","","Arctic Cordillera"
"3.36","Empetrum nigrum","Empetrum","Empetrum nigrum","","","Arctic Cordillera"
"3.49","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Arctic Cordillera"
"3.50","Honckenya peploides","Honckenya","Honckenya peploides","","","Arctic Cordillera"
"3.51","Honckenya peploides subsp. diffusa","Honckenya","Honckenya peploides","subsp.","diffusa","Arctic Cordillera"
"3.62","Festuca rubra","Festuca","Festuca rubra","","","Arctic Cordillera"
"3.63","Leymus mollis","Leymus","Leymus mollis","","","Arctic Cordillera"
"3.64","Larix laricina","Larix","Larix laricina","","","Arctic Cordillera"
"3.65","Leymus mollis subsp. mollis","Leymus","Leymus mollis","subsp.","mollis","Arctic Cordillera"
"3.73","Poa glauca","Poa","Poa glauca","","","Arctic Cordillera"
"3.76","Poa arctica","Poa","Poa arctica","","","Arctic Cordillera"
"3.78","Poa alpina","Poa","Poa alpina","","","Arctic Cordillera"
"3.79","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","Arctic Cordillera"
"3.81","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","Arctic Cordillera"
"3.88","Poa hartzii","Poa","Poa hartzii","","","Arctic Cordillera"
"3.93","Poa pratensis","Poa","Poa pratensis","","","Arctic Cordillera"
"3.96","Plantago maritima","Plantago","Plantago maritima","","","Arctic Cordillera"
"3.100","Poa abbreviata","Poa","Poa abbreviata","","","Arctic Cordillera"
"3.108","Poa hartzii subsp. hartzii","Poa","Poa hartzii","subsp.","hartzii","Arctic Cordillera"
"3.127","Physaria arctica","Physaria","Physaria arctica","","","Arctic Cordillera"
"3.173","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Arctic Cordillera"
"3.174","Rhodiola rosea","Rhodiola","Rhodiola rosea","","","Arctic Cordillera"
"3.192","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Arctic Cordillera"
"3.194","Salix arctophila","Salix","Salix arctophila","","","Arctic Cordillera"
"3.198","Salix reticulata","Salix","Salix reticulata","","","Arctic Cordillera"
"3.200","Salix planifolia","Salix","Salix planifolia","","","Arctic Cordillera"
"3.201","Salix arctica","Salix","Salix arctica","","","Arctic Cordillera"
"3.226","Rubus idaeus","Rubus","Rubus idaeus","","","Arctic Cordillera"
"3.234","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Arctic Cordillera"
"3.267","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Arctic Cordillera"
"3.268","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Arctic Cordillera"
"4.1","Agrostis mertensii","Agrostis","Agrostis mertensii","","","Northern Arctic"
"4.2","Achillea millefolium","Achillea","Achillea millefolium","","","Northern Arctic"
"4.29","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Northern Arctic"
"4.35","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Northern Arctic"
"4.37","Astragalus eucosmus","Astragalus","Astragalus eucosmus","","","Northern Arctic"
"4.38","Astragalus alpinus var. alpinus","Astragalus","Astragalus alpinus","var.","alpinus","Northern Arctic"
"4.139","Astragalus robbinsii","Astragalus","Astragalus robbinsii","","","Northern Arctic"
"4.140","Calamagrostis canadensis var. canadensis","Calamagrostis","Calamagrostis canadensis","var.","canadensis","Northern Arctic"
"4.141","Empetrum nigrum","Empetrum","Empetrum nigrum","","","Northern Arctic"
"4.142","Elymus alaskanus","Elymus","Elymus alaskanus","","","Northern Arctic"
"4.143","Comarum palustre","Comarum","Comarum palustre","","","Northern Arctic"
"4.150","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Northern Arctic"
"4.155","Elymus violaceus","Elymus","Elymus violaceus","","","Northern Arctic"
"4.164","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Northern Arctic"
"4.165","Elymus alaskanus subsp. alaskanus","Elymus","Elymus alaskanus","subsp.","alaskanus","Northern Arctic"
"4.252","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Northern Arctic"
"4.261","Honckenya peploides","Honckenya","Honckenya peploides","","","Northern Arctic"
"4.264","Hordeum jubatum","Hordeum","Hordeum jubatum","","","Northern Arctic"
"4.268","Festuca rubra","Festuca","Festuca rubra","","","Northern Arctic"
"4.270","Hedysarum boreale subsp. mackenziei","Hedysarum","Hedysarum boreale","subsp.","mackenziei","Northern Arctic"
"4.278","Honckenya peploides subsp. diffusa","Honckenya","Honckenya peploides","subsp.","diffusa","Northern Arctic"
"4.279","Hedysarum boreale","Hedysarum","Hedysarum boreale","","","Northern Arctic"
"4.294","Hedysarum americanum","Hedysarum","Hedysarum americanum","","","Northern Arctic"
"4.320","Festuca rubra subsp. rubra","Festuca","Festuca rubra","subsp.","rubra","Northern Arctic"
"4.375","Linum lewisii","Linum","Linum lewisii","","","Northern Arctic"
"4.379","Leymus mollis subsp. mollis","Leymus","Leymus mollis","subsp.","mollis","Northern Arctic"
"4.381","Linum lewisii var. lewisii","Linum","Linum lewisii","var.","lewisii","Northern Arctic"
"4.390","Leymus innovatus subsp. velutinus","Leymus","Leymus innovatus","subsp.","velutinus","Northern Arctic"
"4.405","Leymus mollis","Leymus","Leymus mollis","","","Northern Arctic"
"4.410","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","Northern Arctic"
"4.411","Poa abbreviata subsp. abbreviata","Poa","Poa abbreviata","subsp.","abbreviata","Northern Arctic"
"4.415","Poa pratensis","Poa","Poa pratensis","","","Northern Arctic"
"4.416","Poa glauca","Poa","Poa glauca","","","Northern Arctic"
"4.417","Poa abbreviata","Poa","Poa abbreviata","","","Northern Arctic"
"4.418","Poa glauca subsp. rupicola","Poa","Poa glauca","subsp.","rupicola","Northern Arctic"
"4.419","Poa arctica","Poa","Poa arctica","","","Northern Arctic"
"4.421","Poa alpina","Poa","Poa alpina","","","Northern Arctic"
"4.427","Poa hartzii subsp. hartzii","Poa","Poa hartzii","subsp.","hartzii","Northern Arctic"
"4.469","Physaria arctica","Physaria","Physaria arctica","","","Northern Arctic"
"4.503","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","Northern Arctic"
"4.504","Poa hartzii","Poa","Poa hartzii","","","Northern Arctic"
"4.1154","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Northern Arctic"
"4.1160","Salix arctica","Salix","Salix arctica","","","Northern Arctic"
"4.1161","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Northern Arctic"
"4.1163","Salix reticulata","Salix","Salix reticulata","","","Northern Arctic"
"4.1187","Salix arctophila","Salix","Salix arctophila","","","Northern Arctic"
"4.1189","Salix planifolia","Salix","Salix planifolia","","","Northern Arctic"
"4.1265","Salix richardsonii","Salix","Salix richardsonii","","","Northern Arctic"
"4.1316","Salix pulchra","Salix","Salix pulchra","","","Northern Arctic"
"4.1888","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Northern Arctic"
"4.1889","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Northern Arctic"
"4.1973","Vaccinium ovalifolium","Vaccinium","Vaccinium ovalifolium","","","Northern Arctic"
"5","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Canadian Rocky Mountains"
"5.1","Allium cernuum","Allium","Allium cernuum","","","Canadian Rocky Mountains"
"5.7","Acer glabrum","Acer","Acer glabrum","","","Canadian Rocky Mountains"
"5.11","Arnica cordifolia","Arnica","Arnica cordifolia","","","Canadian Rocky Mountains"
"5.12","Asarum caudatum","Asarum","Asarum caudatum","","","Canadian Rocky Mountains"
"5.16","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","Canadian Rocky Mountains"
"5.17","Achillea millefolium","Achillea","Achillea millefolium","","","Canadian Rocky Mountains"
"5.18","Aruncus dioicus","Aruncus","Aruncus dioicus","","","Canadian Rocky Mountains"
"5.22","Allium schoenoprasum","Allium","Allium schoenoprasum","","","Canadian Rocky Mountains"
"5.23","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia","","","Canadian Rocky Mountains"
"5.71","Abies grandis","Abies","Abies grandis","","","Canadian Rocky Mountains"
"5.87","Abies lasiocarpa","Abies","Abies lasiocarpa","","","Canadian Rocky Mountains"
"5.111","Acer negundo","Acer","Acer negundo","","","Canadian Rocky Mountains"
"5.147","Alnus alnobetula","Alnus","Alnus alnobetula","","","Canadian Rocky Mountains"
"5.151","Acer circinatum","Acer","Acer circinatum","","","Canadian Rocky Mountains"
"5.163","Acer glabrum var. douglasii","Acer","Acer glabrum","var.","douglasii","Canadian Rocky Mountains"
"5.164","Alnus incana","Alnus","Alnus incana","","","Canadian Rocky Mountains"
"5.180","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Canadian Rocky Mountains"
"5.187","Acer saccharinum","Acer","Acer saccharinum","","","Canadian Rocky Mountains"
"5.376","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","Canadian Rocky Mountains"
"5.518","Allium geyeri var. tenerum","Allium","Allium geyeri","var.","tenerum","Canadian Rocky Mountains"
"5.534","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","Canadian Rocky Mountains"
"5.761","Allium textile","Allium","Allium textile","","","Canadian Rocky Mountains"
"5.1000","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Canadian Rocky Mountains"
"5.2020","Agastache urticifolia","Agastache","Agastache urticifolia","","","Canadian Rocky Mountains"
"5.3149","Agrostis exarata","Agrostis","Agrostis exarata","","","Canadian Rocky Mountains"
"5.3226","Acer macrophyllum","Acer","Acer macrophyllum","","","Canadian Rocky Mountains"
