"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"5.4447","Ribes aureum","Ribes","Ribes aureum","","","Saskatchewan"
"5.4453","Prunus pensylvanica","Prunus","Prunus pensylvanica","","","Saskatchewan"
"5.4462","Rubus arcticus","Rubus","Rubus arcticus","","","Saskatchewan"
"5.4483","Ribes triste","Ribes","Ribes triste","","","Saskatchewan"
"5.4506","Prunella vulgaris","Prunella","Prunella vulgaris","","","Saskatchewan"
"5.4611","Prunella vulgaris subsp. lanceolata","Prunella","Prunella vulgaris","subsp.","lanceolata","Saskatchewan"
"5.4646","Prunus virginiana var. virginiana","Prunus","Prunus virginiana","var.","virginiana","Saskatchewan"
"5.4705","Ribes americanum","Ribes","Ribes americanum","","","Saskatchewan"
"5.4724","Ribes hudsonianum","Ribes","Ribes hudsonianum","","","Saskatchewan"
"5.4781","Prunus pumila","Prunus","Prunus pumila","","","Saskatchewan"
"5.4979","Ribes lacustre","Ribes","Ribes lacustre","","","Saskatchewan"
"5.4981","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Saskatchewan"
"5.4983","Ribes oxyacanthoides subsp. oxyacanthoides","Ribes","Ribes oxyacanthoides","subsp.","oxyacanthoides","Saskatchewan"
"5.4985","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","Saskatchewan"
"5.4987","Rosa woodsii subsp. woodsii","Rosa","Rosa woodsii","subsp.","woodsii","Saskatchewan"
"5.5073","Ribes inerme","Ribes","Ribes inerme","","","Saskatchewan"
"5.5089","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Saskatchewan"
"5.5090","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Saskatchewan"
"5.5091","Shepherdia argentea","Shepherdia","Shepherdia argentea","","","Saskatchewan"
"5.5092","Rumex occidentalis","Rumex","Rumex occidentalis","","","Saskatchewan"
"5.5094","Urtica dioica","Urtica","Urtica dioica","","","Saskatchewan"
"5.5096","Rubus idaeus","Rubus","Rubus idaeus","","","Saskatchewan"
"5.5098","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Saskatchewan"
"5.5099","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Saskatchewan"
"5.5101","Typha latifolia","Typha","Typha latifolia","","","Saskatchewan"
"5.5113","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Saskatchewan"
"5.5114","Ulmus americana","Ulmus","Ulmus americana","","","Saskatchewan"
"5.5120","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Saskatchewan"
"5.5124","Sium suave","Sium","Sium suave","","","Saskatchewan"
"5.5132","Triglochin maritima","Triglochin","Triglochin maritima","","","Saskatchewan"
"5.5165","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Saskatchewan"
"5.5168","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","Saskatchewan"
"5.5208","Thuja occidentalis","Thuja","Thuja occidentalis","","","Saskatchewan"
"5.5213","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Saskatchewan"
"5.5529","Salix planifolia","Salix","Salix planifolia","","","Saskatchewan"
"5.5568","Salix scouleriana","Salix","Salix scouleriana","","","Saskatchewan"
"5.5583","Salix arctophila","Salix","Salix arctophila","","","Saskatchewan"
"5.5585","Salix exigua","Salix","Salix exigua","","","Saskatchewan"
"5.5589","Salix reticulata","Salix","Salix reticulata","","","Saskatchewan"
"5.5590","Sorbus scopulina","Sorbus","Sorbus scopulina","","","Saskatchewan"
"5.5639","Sorbus decora","Sorbus","Sorbus decora","","","Saskatchewan"
"5.5759","Schoenoplectus acutus var. acutus","Schoenoplectus","Schoenoplectus acutus","var.","acutus","Saskatchewan"
"5.5906","Salix arctica","Salix","Salix arctica","","","Saskatchewan"
"5.5923","Tilia americana","Tilia","Tilia americana","","","Saskatchewan"
"5.5924","Symphoricarpos albus var. laevigatus","Symphoricarpos","Symphoricarpos albus","var.","laevigatus","Saskatchewan"
"5.5927","Glycyrrhiza lepidota","Glycyrrhiza","Glycyrrhiza lepidota","","","Saskatchewan"
"5.5928","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Saskatchewan"
"5.5930","Viburnum opulus","Viburnum","Viburnum opulus","","","Saskatchewan"
"5.5931","Viburnum edule","Viburnum","Viburnum edule","","","Saskatchewan"
"5.5932","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Saskatchewan"
"5.5936","Vicia americana","Vicia","Vicia americana","","","Saskatchewan"
"5.5937","Vaccinium myrtilloides","Vaccinium","Vaccinium myrtilloides","","","Saskatchewan"
"5.6048","Viburnum opulus var. americanum","Viburnum","Viburnum opulus","var.","americanum","Saskatchewan"
"5.6069","Vaccinium cespitosum","Vaccinium","Vaccinium cespitosum","","","Saskatchewan"
"5.6190","Vicia americana subsp. minor","Vicia","Vicia americana","subsp.","minor","Saskatchewan"
"5.6305","Vaccinium microcarpum","Vaccinium","Vaccinium microcarpum","","","Saskatchewan"
"5.6332","Zizania aquatica","Zizania","Zizania aquatica","","","Saskatchewan"
"5.6333","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Saskatchewan"
"5.6355","Viburnum lentago","Viburnum","Viburnum lentago","","","Saskatchewan"
"6","Abies balsamea","Abies","Abies balsamea","","","Quebec"
"6.1","Acer negundo","Acer","Acer negundo","","","Quebec"
"6.2","Acer saccharinum","Acer","Acer saccharinum","","","Quebec"
"6.4","Acer rubrum","Acer","Acer rubrum","","","Quebec"
"6.5","Alnus incana","Alnus","Alnus incana","","","Quebec"
"6.7","Achillea millefolium","Achillea","Achillea millefolium","","","Quebec"
"6.10","Acer nigrum","Acer","Acer nigrum","","","Quebec"
"6.13","Acer pensylvanicum","Acer","Acer pensylvanicum","","","Quebec"
"6.18","Acer saccharum","Acer","Acer saccharum","","","Quebec"
"6.25","Alnus incana subsp. rugosa","Alnus","Alnus incana","subsp.","rugosa","Quebec"
"6.27","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","Quebec"
"6.33","Asarum canadense","Asarum","Asarum canadense","","","Quebec"
"6.34","Allium tricoccum var. tricoccum","Allium","Allium tricoccum","var.","tricoccum","Quebec"
"6.45","Acer spicatum","Acer","Acer spicatum","","","Quebec"
"6.49","Apios americana","Apios","Apios americana","","","Quebec"
"6.52","Amelanchier canadensis","Amelanchier","Amelanchier canadensis","","","Quebec"
"6.56","Amphicarpaea bracteata","Amphicarpaea","Amphicarpaea bracteata","","","Quebec"
"6.86","Allium tricoccum","Allium","Allium tricoccum","","","Quebec"
"6.128","Amelanchier arborea","Amelanchier","Amelanchier arborea","","","Quebec"
"6.269","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","Quebec"
"6.306","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Quebec"
"6.336","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Quebec"
"6.366","Agastache foeniculum","Agastache","Agastache foeniculum","","","Quebec"
"6.374","Allium schoenoprasum","Allium","Allium schoenoprasum","","","Quebec"
"6.486","Agrostis mertensii","Agrostis","Agrostis mertensii","","","Quebec"
"6.624","Amelanchier bartramiana","Amelanchier","Amelanchier bartramiana","","","Quebec"
"6.755","Aruncus dioicus","Aruncus","Aruncus dioicus","","","Quebec"
"6.937","Amelanchier laevis","Amelanchier","Amelanchier laevis","","","Quebec"
"6.1016","Amelanchier spicata","Amelanchier","Amelanchier spicata","","","Quebec"
"6.1276","Amelanchier humilis","Amelanchier","Amelanchier humilis","","","Quebec"
"6.1277","Amelanchier sanguinea","Amelanchier","Amelanchier sanguinea","","","Quebec"
"6.1413","Arctopoa eminens","Arctopoa","Arctopoa eminens","","","Quebec"
"6.1455","Alnus alnobetula","Alnus","Alnus alnobetula","","","Quebec"
"6.2421","Allium canadense","Allium","Allium canadense","","","Quebec"
"6.2494","Amaranthus hybridus","Amaranthus","Amaranthus hybridus","","","Quebec"
"6.2512","Amaranthus albus","Amaranthus","Amaranthus albus","","","Quebec"
"6.2911","Amaranthus tuberculatus","Amaranthus","Amaranthus tuberculatus","","","Quebec"
"6.2917","Agrostis perennans","Agrostis","Agrostis perennans","","","Quebec"
"6.4914","Amelanchier interior","Amelanchier","Amelanchier interior","","","Quebec"
"6.5361","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia","","","Quebec"
"6.5861","Amelanchier intermedia","Amelanchier","Amelanchier intermedia","","","Quebec"
"6.6653","Acer rubrum var. trilobum","Acer","Acer rubrum","var.","trilobum","Quebec"
"6.7001","Acer negundo var. negundo","Acer","Acer negundo","var.","negundo","Quebec"
"6.7095","Agrostis hyemalis","Agrostis","Agrostis hyemalis","","","Quebec"
"6.7226","Agastache nepetoides","Agastache","Agastache nepetoides","","","Quebec"
"6.7293","Allium tricoccum var. burdickii","Allium","Allium tricoccum","var.","burdickii","Quebec"
"6.7861","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","Quebec"
"6.7890","Allium schoenoprasum var. schoenoprasum","Allium","Allium schoenoprasum","var.","schoenoprasum","Quebec"
"6.7950","Allium canadense var. canadense","Allium","Allium canadense","var.","canadense","Quebec"
"6.8122","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Quebec"
"6.8248","Betula papyrifera","Betula","Betula papyrifera","","","Quebec"
"6.8249","Carya ovata","Carya","Carya ovata","","","Quebec"
"6.8250","Carya cordiformis","Carya","Carya cordiformis","","","Quebec"
"6.8251","Betula alleghaniensis","Betula","Betula alleghaniensis","","","Quebec"
"6.8258","Bromus inermis","Bromus","Bromus inermis","","","Quebec"
"6.8265","Betula populifolia","Betula","Betula populifolia","","","Quebec"
"6.8286","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Quebec"
"6.8331","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Quebec"
"6.8404","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Quebec"
"6.8544","Bromus ciliatus","Bromus","Bromus ciliatus","","","Quebec"
"6.8573","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Quebec"
"6.8574","Bromus kalmii","Bromus","Bromus kalmii","","","Quebec"
"6.8840","Astragalus eucosmus","Astragalus","Astragalus eucosmus","","","Quebec"
"6.8841","Astragalus alpinus var. alpinus","Astragalus","Astragalus alpinus","var.","alpinus","Quebec"
"6.8977","Blitum capitatum","Blitum","Blitum capitatum","","","Quebec"
"6.9195","Calamagrostis canadensis var. canadensis","Calamagrostis","Calamagrostis canadensis","var.","canadensis","Quebec"
"6.9223","Astragalus alpinus var. brunetianus","Astragalus","Astragalus alpinus","var.","brunetianus","Quebec"
"6.9316","Calypso bulbosa","Calypso","Calypso bulbosa","","","Quebec"
"6.9317","Betula occidentalis","Betula","Betula occidentalis","","","Quebec"
"6.9445","Carya laciniosa","Carya","Carya laciniosa","","","Quebec"
"6.9558","Astragalus neglectus","Astragalus","Astragalus neglectus","","","Quebec"
"6.9729","Betula lenta","Betula","Betula lenta","","","Quebec"
"6.9811","Astragalus robbinsii","Astragalus","Astragalus robbinsii","","","Quebec"
"6.9859","Carya ovata var. ovata","Carya","Carya ovata","var.","ovata","Quebec"
"6.9951","Calamagrostis canadensis var. macouniana","Calamagrostis","Calamagrostis canadensis","var.","macouniana","Quebec"
"6.9957","Bromus pubescens","Bromus","Bromus pubescens","","","Quebec"
"6.9964","Bromus marginatus","Bromus","Bromus marginatus","","","Quebec"
"6.9975","Astragalus americanus","Astragalus","Astragalus americanus","","","Quebec"
"6.9998","Cornus canadensis","Cornus","Cornus canadensis","","","Quebec"
"6.10000","Corylus cornuta","Corylus","Corylus cornuta","","","Quebec"
"6.10001","Cornus sericea","Cornus","Cornus sericea","","","Quebec"
"6.10003","Crataegus macracantha","Crataegus","Crataegus macracantha","","","Quebec"
"6.10035","Celtis occidentalis","Celtis","Celtis occidentalis","","","Quebec"
"6.10045","Elymus virginicus","Elymus","Elymus virginicus","","","Quebec"
"6.10048","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","Quebec"
"6.10060","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Quebec"
"6.10068","Claytonia caroliniana","Claytonia","Claytonia caroliniana","","","Quebec"
"6.10121","Empetrum nigrum","Empetrum","Empetrum nigrum","","","Quebec"
"6.10133","Comarum palustre","Comarum","Comarum palustre","","","Quebec"
"6.10162","Claytonia virginica","Claytonia","Claytonia virginica","","","Quebec"
"6.10189","Chenopodium berlandieri var. zschackei","Chenopodium","Chenopodium berlandieri","var.","zschackei","Quebec"
"6.10221","Elymus canadensis","Elymus","Elymus canadensis","","","Quebec"
"6.10356","Elymus hystrix","Elymus","Elymus hystrix","","","Quebec"
"6.10838","Elymus riparius","Elymus","Elymus riparius","","","Quebec"
"6.10841","Elymus villosus","Elymus","Elymus villosus","","","Quebec"
"6.10906","Elymus violaceus","Elymus","Elymus violaceus","","","Quebec"
"6.11544","Cornus suecica","Cornus","Cornus suecica","","","Quebec"
"6.11647","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Quebec"
"6.12949","Empetrum nigrum subsp. nigrum","Empetrum","Empetrum nigrum","subsp.","nigrum","Quebec"
"6.13110","Corylus americana","Corylus","Corylus americana","","","Quebec"
"6.13116","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Quebec"
"6.13151","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","Quebec"
"6.13241","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Quebec"
"6.13254","Elymus canadensis var. canadensis","Elymus","Elymus canadensis","var.","canadensis","Quebec"
"6.13387","Elymus alaskanus subsp. alaskanus","Elymus","Elymus alaskanus","subsp.","alaskanus","Quebec"
"6.13530","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","Quebec"
"6.13779","Dioscorea villosa","Dioscorea","Dioscorea villosa","","","Quebec"
"6.13913","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Quebec"
"6.14008","Elymus virginicus var. virginicus","Elymus","Elymus virginicus","var.","virginicus","Quebec"
"6.14072","Gaultheria procumbens","Gaultheria","Gaultheria procumbens","","","Quebec"
"6.14073","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica","","","Quebec"
"6.14074","Fraxinus nigra","Fraxinus","Fraxinus nigra","","","Quebec"
"6.14075","Fagus grandifolia","Fagus","Fagus grandifolia","","","Quebec"
"6.14076","Fragaria virginiana","Fragaria","Fragaria virginiana","","","Quebec"
"6.14079","Hamamelis virginiana","Hamamelis","Hamamelis virginiana","","","Quebec"
"6.14082","Juglans cinerea","Juglans","Juglans cinerea","","","Quebec"
"6.14083","Gaultheria hispidula","Gaultheria","Gaultheria hispidula","","","Quebec"
"6.14104","Fraxinus americana","Fraxinus","Fraxinus americana","","","Quebec"
"6.14109","Helianthus tuberosus","Helianthus","Helianthus tuberosus","","","Quebec"
"6.14119","Gaylussacia baccata","Gaylussacia","Gaylussacia baccata","","","Quebec"
"6.14123","Helianthus annuus","Helianthus","Helianthus annuus","","","Quebec"
"6.14139","Helianthus decapetalus","Helianthus","Helianthus decapetalus","","","Quebec"
"6.14148","Erythronium americanum","Erythronium","Erythronium americanum","","","Quebec"
"6.14154","Hordeum jubatum","Hordeum","Hordeum jubatum","","","Quebec"
"6.14190","Helianthus strumosus","Helianthus","Helianthus strumosus","","","Quebec"
"6.14198","Humulus lupulus","Humulus","Humulus lupulus","","","Quebec"
"6.14219","Fragaria vesca subsp. americana","Fragaria","Fragaria vesca","subsp.","americana","Quebec"
"6.14264","Gaylussacia bigeloviana","Gaylussacia","Gaylussacia bigeloviana","","","Quebec"
"6.14272","Honckenya peploides","Honckenya","Honckenya peploides","","","Quebec"
"6.14484","Fragaria vesca","Fragaria","Fragaria vesca","","","Quebec"
"6.14590","Fragaria virginiana subsp. virginiana","Fragaria","Fragaria virginiana","subsp.","virginiana","Quebec"
"6.15007","Festuca rubra","Festuca","Festuca rubra","","","Quebec"
"6.15869","Helianthus divaricatus","Helianthus","Helianthus divaricatus","","","Quebec"
"6.16089","Helianthus maximiliani","Helianthus","Helianthus maximiliani","","","Quebec"
"6.16092","Helianthus pauciflorus subsp. subrhomboideus","Helianthus","Helianthus pauciflorus","subsp.","subrhomboideus","Quebec"
"6.17167","Festuca altaica","Festuca","Festuca altaica","","","Quebec"
"6.17331","Hedysarum boreale subsp. mackenziei","Hedysarum","Hedysarum boreale","subsp.","mackenziei","Quebec"
"6.17514","Hedysarum boreale","Hedysarum","Hedysarum boreale","","","Quebec"
"6.17849","Honckenya peploides subsp. diffusa","Honckenya","Honckenya peploides","subsp.","diffusa","Quebec"
"6.17913","Fragaria virginiana subsp. glauca","Fragaria","Fragaria virginiana","subsp.","glauca","Quebec"
"6.18044","Erythronium americanum subsp. americanum","Erythronium","Erythronium americanum","subsp.","americanum","Quebec"
"6.18109","Festuca subverticillata","Festuca","Festuca subverticillata","","","Quebec"
"6.18133","Honckenya peploides subsp. robusta","Honckenya","Honckenya peploides","subsp.","robusta","Quebec"
"6.18444","Gaillardia aristata","Gaillardia","Gaillardia aristata","","","Quebec"
"6.18532","Helianthus pauciflorus","Helianthus","Helianthus pauciflorus","","","Quebec"
"6.18548","Helianthus giganteus","Helianthus","Helianthus giganteus","","","Quebec"
"6.18600","Hordeum brachyantherum","Hordeum","Hordeum brachyantherum","","","Quebec"
"6.19105","Humulus lupulus var. lupuloides","Humulus","Humulus lupulus","var.","lupuloides","Quebec"
"6.19149","Festuca rubra subsp. rubra","Festuca","Festuca rubra","subsp.","rubra","Quebec"
"6.19155","Maianthemum stellatum","Maianthemum","Maianthemum stellatum","","","Quebec"
