GARDEN_CODE,INSTITUTION,TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
1564,BG,Mitchella repens,Mitchella,Mitchella repens,NA,NA,Partidge berry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Buckingham.,45.584759,-75.418035,,3
1565,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,Canada: Québec: Buckingham. Urgence Conservation ALTR21.,45.584759,-75.418035,,mass
1566,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,Canada: Québec: Buckingham. Urgence Conservation ALTR21.,45.584759,-75.418035,,mass
1567,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Camp Notre-Dame, Rawdon.",46.063545,-73.727693,,mass
1568,BG,Corylus cornuta,Corylus,Corylus cornuta,NA,NA,Filbert,NA,N,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1C,1,Tertiary,W,Canada,"Canada: Québec: Camp Notre-Dame, Rawdon.",46.063545,-73.727693,,1
1569,BG,Prunus nigra,Prunus,Prunus nigra,NA,NA,"Apricot, Cherry, Peach, Plum",Almond,Y,Y,Y,fruit,Y,Food,Cultural,Food,Fruits,Ornamentals,Materials,Nuts,1B,1,Secondary,W,Canada,Canada: Québec: Chambly Co.: St-Lambert.,45.501434,-73.504364,,3
1570,BG,Corylus cornuta,Corylus,Corylus cornuta,NA,NA,Filbert,NA,N,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1C,1,Tertiary,W,Canada,Canada: Québec: Co. d'Argenteuil: Pointe-au-Chêne.,45.644353,-74.746393,,7
1571,BG,Acer spicatum,Acer,Acer spicatum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: Co. Kamouraska: Quai de la Rivière Ouelle. N.Cornellier, F.Poulin, J.P. Gousy s.n. 1 Jul 1976.",47.564521,-69.863706,,1
1572,BG,Shepherdia argentea,Shepherdia,Shepherdia argentea,NA,NA,Buffaloberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Co. Laprairie: Saint-Isidore.,45.301624,-73.68071,,1
1573,BG,Sagittaria latifolia,Sagittaria,Sagittaria latifolia,NA,NA,Arrowshead,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Co. Missisquoi: Cowansville. Normand Cornellier, Daniel Soulier, Denis Stonehouse s.n.",45.206213,-72.747333,,1
1574,BG,Corylus cornuta,Corylus,Corylus cornuta,NA,NA,Filbert,NA,N,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1C,1,Tertiary,W,Canada,Canada: Québec: Co. Rivière-du-Loup: Saint-Jean-de-Dieu.,48.003374,-69.046288,,5
1575,BG,Corylus cornuta,Corylus,Corylus cornuta,NA,NA,Filbert,NA,N,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1C,1,Tertiary,W,Canada,Canada: Québec: Co. Rivière-du-Loup: Saint-Jean-de-Dieu.,48.003374,-69.046288,,3
1576,BG,Acer pensylvanicum,Acer,Acer pensylvanicum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: Co. Rouville: Mont St-Hilaire, dév. du Boisé Ensoleillé. Stefano Viola s.n. 21 Jun 2000.",45.554978,-73.161273,,1
1577,BG,Fragaria virginiana,Fragaria,Fragaria virginiana,NA,NA,Strawberry,NA,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1A,1,Primary,W,Canada,Canada: Québec: Como.,45.441839,-74.1075,,mass
1578,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,W,Canada,Canada: Québec: Covey Hill.,45.019366,-73.757323,,mass
1579,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,W,Canada,Canada: Québec: Covey Hill.,45.019366,-73.757323,,1
1580,BG,Prunus serotina,Prunus,Prunus serotina,NA,NA,"Apricot, Cherry, Peach, Plum",Almond,N,Y,Y,fruit,Y,Food,Cultural,Food,Fruits,Ornamentals,Materials,Nuts,1C,1,Tertiary,W,Canada,Canada: Québec: Dunham.,45.141493,-72.784529,,1
1581,BG,Amelanchier sanguinea,Amelanchier,Amelanchier sanguinea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Canada,"Canada: Québec: Duparquet, Abitibi.",48.479326,-79.203875,,mass
1582,BG,Abies balsamea,Abies,Abies balsamea,NA,NA,Fir,NA,Y,N,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.",45.66073,-72.340952,,4
1583,BG,Betula populifolia,Betula,Betula populifolia,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.",45.66073,-72.340952,,3
1584,BG,Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,W,Canada,"Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.",45.66073,-72.340952,,2
1585,BG,Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,W,Canada,"Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.",45.66073,-72.340952,,1
1586,BG,Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,W,Canada,"Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.",45.66073,-72.340952,,2
1587,BG,Helianthus divaricatus,Helianthus,Helianthus divaricatus,NA,NA,Sunflower,Jerusalem-Artichoke,Y,Y,N,,Y,Food,,Food,Oils,,,Vegetables,1C,1,Tertiary,W,Canada,"Canada: Québec: Eardley, Cté Gatineau. HEDI 03. 10 Jun 2001.",45.551897,-76.099187,,mass
1588,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Grand-Mère.,46.622788,-72.732312,,3
1589,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Grand-Mère.,46.622788,-72.732312,,5
1590,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Grand-Mère.,46.622788,-72.732312,,35
1591,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Grand-Mère.,46.622788,-72.732312,,10
1592,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Grand-Mère.,46.622788,-72.732312,,1
1593,BG,Astragalus canadensis,Astragalus,Astragalus canadensis,NA,NA,Milk-vetch,NA,N,Y,Y,roots,Y,Food,,NA,Forage and Feed,,,NA,2,2,NA,W,Canada,"Canada: Québec: Ile au Cheval, archipel de Montmagny. 47°03'13.4""N, 70°34'44.47""W. Stéphane Bailleul, Frédéric Coursol et Jacques Labrecque s.n. 7 Sep 2008.",47.03134,-70.344447,,1
1594,BG,Allium canadense,Allium,Allium canadense,NA,NA,Allium,NA,N,Y,Y,Canada onion; blubs and greens,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: Ile de la Pointe-des-Cascades, Cté Soulange.",45.329798,-73.944297,,mass
1595,BG,Allium canadense,Allium,Allium canadense,NA,NA,Allium,NA,N,Y,Y,Canada onion; blubs and greens,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: Ile de la Pointe-des-Cascades, Cté Soulange.",45.329798,-73.944297,,mass
1596,BG,Shepherdia canadensis,Shepherdia,Shepherdia canadensis,NA,NA,Buffaloberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Ile Quarry. Pierre Brochu, Michel-André Otis s.n. 23 Aug 1986.",50.214802,-63.81661,,2
1597,BG,Shepherdia canadensis,Shepherdia,Shepherdia canadensis,NA,NA,Buffaloberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Ile Quarry. Pierre Brochu, Michel-André Otis s.n. 23 Aug 1986.",50.214802,-63.81661,,1
1598,BG,Podophyllum peltatum,Podophyllum,Podophyllum peltatum,NA,NA,Mayapple,NA,Y,N,Y,Mayapple; fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Kahnawakhe, au nord de l'ancienne voie ferrée et à l'est du la route Dell. Frédéric Coursol s.n. 11 May 2007.",45.393123,-73.666048,,20
1599,BG,Pinus banksiana,Pinus,Pinus banksiana,NA,NA,Pine,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Kamouraska.,47.566013,-69.865763,,1
1600,BG,Vitis riparia,Vitis,Vitis riparia,NA,NA,Grape,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1A,1,Progenitor,W,Canada,Canada: Québec: Knox-Landing. Philippe Blais s.n. 1 Jul 2014.,45.479561,-76.382862,,1
1601,BG,Pinus banksiana,Pinus,Pinus banksiana,NA,NA,Pine,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Lac Fou, La Tuque. G. Lemieux s.n.",47.510161,-72.429693,,1
1602,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,Canada: Québec: Laval.,45.634398,-73.704242,,8
1603,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,Canada: Québec: Laval.,45.634398,-73.704242,,25
1604,BG,Erythronium americanum,Erythronium,Erythronium americanum,NA,NA,Fawn-Lily,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Laval.,45.634398,-73.704242,,1
1605,BG,Erythronium americanum,Erythronium,Erythronium americanum,NA,NA,Fawn-Lily,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Laval.,45.634398,-73.704242,,17
1606,BG,Plantago maritima,Plantago,Plantago maritima,NA,NA,Plantago,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Le Bic.,48.352644,-68.755027,,1
1607,BG,Helianthus divaricatus,Helianthus,Helianthus divaricatus,NA,NA,Sunflower,Jerusalem-Artichoke,Y,Y,N,,Y,Food,,Food,Oils,,,Vegetables,1C,1,Tertiary,W,Canada,"Canada: Québec: L'Isle-aux-Allumettes, chemin Cottage. Forêt mixte. 118 m. 45°48'15.3""N, 76°58'1.75""W. Bailleul, S.M.; Coursol, F.; Blais, P. s.n. 7 Sep 2014.",45.48153,-76.58175,,mass
1608,BG,Quercus rubra,Quercus,Quercus rubra,NA,NA,Oak,NA,Y,N,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Localité inconnue.,,,Quebec,1
1609,BG,Helianthus divaricatus,Helianthus,Helianthus divaricatus,NA,NA,Sunflower,Jerusalem-Artichoke,Y,Y,N,,Y,Food,,Food,Oils,,,Vegetables,1C,1,Tertiary,W,Canada,"Canada: Québec: Luskville, Cté Gatineau. HEDI 01. 19 Sep 2001.",45.539819,-76.023026,,mass
1610,BG,Helianthus divaricatus,Helianthus,Helianthus divaricatus,NA,NA,Sunflower,Jerusalem-Artichoke,Y,Y,N,,Y,Food,,Food,Oils,,,Vegetables,1C,1,Tertiary,W,Canada,"Canada: Québec: Luskville, Cté Gatineau. HEDI 01. 19 Sep 2001.",45.539819,-76.023026,,mass
1611,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,W,Canada,Canada: Québec: Miguasha.,48.085375,-66.275508,,1
1612,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,W,Canada,Canada: Québec: Miguasha.,48.085375,-66.275508,,3
1613,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,W,Canada,Canada: Québec: Miguasha.,48.085375,-66.275508,,5
1614,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,W,Canada,Canada: Québec: Miguasha.,48.085375,-66.275508,,3
1615,BG,Acer nigrum,Acer,Acer nigrum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: Mirabel. 75 m. 45°10'24.68""N, 73°59'40.19""W. Frédéric Coursol et Stefano Viola s.n. 21 May 2015.",45.102468,-73.594019,,1
1616,BG,Ulmus rubra,Ulmus,Ulmus rubra,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,Ornamentals,NA,2,2,NA,W,Canada,"Canada: Québec: Mirabel. 75 m. 45°10'24.68""N, 73°59'40.19""W. Frédéric Coursol et Stefano Viola s.n. 21 May 2015.",45.102468,-73.594019,,1
1617,BG,Claytonia caroliniana,Claytonia,Claytonia caroliniana,NA,NA,Spring-beauty,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Mont Saint-Hilaire. Stefano Viola s.n. 1 Jul 2001.,45.553055,-73.158526,,1
1618,BG,Maianthemum racemosum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,Canada: Québec: Mont Saint-Hilaire. Stefano Viola s.n. 21 Jun 2000.,45.553055,-73.158526,,1
1619,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Mont Saint-Hilaire. Stefano Viola s.n. 21 Jun 2000.,45.553055,-73.158526,,1
1620,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Mont St-Grégoire.,45.3382,-73.162511,,mass
1621,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Mont St-Grégoire.,45.3382,-73.162511,,mass
1622,BG,Vitis riparia,Vitis,Vitis riparia,NA,NA,Grape,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1A,1,Progenitor,W,Canada,Canada: Québec: Mont St-Grégoire. Viateur Paquin s.n.,45.3382,-73.162511,,3
1623,BG,Quercus rubra,Quercus,Quercus rubra,NA,NA,Oak,NA,Y,N,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Montréal (Présent sur le site du Jardin botanique avant sa constuction).,45.506822,-73.597618,,1
1624,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Montréal, Rivière-des-Prairies.",45.506822,-73.597618,,1
1625,BG,Acer saccharinum,Acer,Acer saccharinum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,Canada: Québec: Montréal.,45.506822,-73.597618,,1
1626,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Montréal.,45.506822,-73.597618,,1
1627,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,Canada: Québec: Montréal.,45.506822,-73.597618,,1
1628,BG,Sagittaria latifolia,Sagittaria,Sagittaria latifolia,NA,NA,Arrowshead,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC Argenteuil: Île Jones. 22 45°31'5.92""N, 74°17'49.6""W. Bailleul, S.M. s.n. 21 Aug 2017.",45.47417,-74.93903,,1
1629,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC Argenteuil: Mille-Isles. Forêt coniférienne. ca 215 m. 45°47'40.49""N, 74°9'38.5""W. Bernard, M.-J.; Coursol, F.; Gaudette, R. s.n. 24 Oct 2011.",45.47417,-74.93903,,3
1630,BG,Calamagrostis canadensis,Calamagrostis,Calamagrostis canadensis,NA,NA,Bluejoint,NA,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,2,NA,W,Canada,"Canada: Québec: MRC Argenteuil: Mille-Isles. Marais. ca 215 m. 45°47'41.70""N, 74°9'39.03""W. Rinfret-Pilon, A.; Coursol, F.; Laberge, V. s.n. 11 Oct 2017.",45.47417,-74.93903,,1
1631,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,W,Canada,"Canada: Québec: MRC Brome-Missisquoi: Farnham, au nord du chemin Audette, emprise Hydro-Québec. Tourbière, érablière rouge humide. 76 m. 45°14'10.81""N, 72°56'48.95""W. Coursol, F. s.n. 30 May 2012.",45.141081,-72.564895,,3
1632,BG,Hamamelis virginiana,Hamamelis,Hamamelis virginiana,NA,NA,Witch-Hazel,NA,Y,N,Y,witch-hazel; leaves dried as tea,Y,Cultural,,NA,Ornamentals,,,NA,1A,NA,Assume distant,W,Canada,"Canada: Québec: MRC Brome-Missisquoi: Farnham, au nord du chemin Audette, près de l'emprise Hydro-Québec. Forêt feuillue. 76 m. 45°14'15.98""N, 72°56'38.92""W. Coursol, F. s.n. 30 May 2012.",45.141598,-72.563892,,3
1633,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC Charlevoix-Est: Saint-Siméon (Port au Persil), érablière. Forêt feuillue. Érablière. 204 m. 47°47'37.23""N, 69°56'53.07""W. Butet, C.; Gaudette, R. s.n. 4 Aug 2013.",47.473723,-69.5653,,5
1634,BG,Monarda fistulosa var. fistulosa,Monarda,Monarda fistulosa,var.,fistulosa,Monarda,NA,Y,N,Y,"leaves, tea",Y,Cultural,,NA,Medicinals,Ornamentals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC Deux-Montagnes: Parc national d'Oka, calvaire d'Oka. Forêt feuillue. 120 m. 45°28'53.06""N, 74°3'55.53""W. Coursol, F. s.n. 22 Jul 2015.",45.285306,-74.35553,,7
1635,BG,Hamamelis virginiana,Hamamelis,Hamamelis virginiana,NA,NA,Witch-Hazel,NA,Y,N,Y,witch-hazel; leaves dried as tea,Y,Cultural,,NA,Ornamentals,,,NA,1A,NA,Assume distant,W,Canada,"Canada: Québec: MRC Deux-Montagnes: Parc national d'Oka. Forêt mixte. 24 m. 45°28'0.54""N, 74°3'8.51""W. Bailleul, S.M.; Coursol, F.; Gaudette, R. s.n. 13 Sep 2013.",45.28054,-74.3851,,3
1636,BG,Plantago maritima,Plantago,Plantago maritima,NA,NA,Plantago,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC Kamouraska: Kamouraska. Estuaire d'eau salée (rivage rocheux, graveleux). 5 m. 47°35'52.42""N, 69°48'51.85""W. Butet, C.; Gaudette, R. s.n. 11 Sep 2013.",47.3552,-69.4851,,18
1637,BG,Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,NA,NA,Fireweed,NA,N,N,Y,greens food; honey plant,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC Kamouraska: Saint-André. Prairie humide. 23 m. 47°39'2.21""N, 69°44'36.44""W. Gaudette, R. s.n. 1 Sep 2015.",47.39221,-69.443644,,8
1638,BG,Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,NA,NA,Fireweed,NA,N,N,Y,greens food; honey plant,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC Kamouraska: Saint-André. Prairie humide. 23 m. 47°39'2.21""N, 69°44'36.44""W. Gaudette, R. s.n. 1 Sep 2015.",47.39221,-69.443644,,6
1639,BG,Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,NA,NA,Cranberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1B,1,Secondary,W,Canada,"Canada: Québec: MRC La Haute-Côte-Nord: Les Escoumins, quai des pilotes. Tourbière. 7 m. 48°19'8.08""N, 69°25'01.01""W. Dumas, S. s.n. 12 Sep 2015.",48.19808,-69.250101,,mass
1640,BG,Rosa blanda,Rosa,Rosa blanda,NA,NA,Rose,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,Ornamentals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC La Haute-Gaspésie: Mont-Saint-Pierre. Falaises, escarpements, talus - calcaire. ca 365 m. 49°13'28.39""N, 65°47'12.72""W. Dumas, S. s.n. 15 Oct 2011.",49.132839,-65.471272,,mass
1641,BG,Rosa blanda,Rosa,Rosa blanda,NA,NA,Rose,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,Ornamentals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: MRC La Haute-Gaspésie: Mont-Saint-Pierre. Falaises, escarpements, talus - calcaire. ca 365 m. 49°13'28.39""N, 65°47'12.72""W. Dumas, S. s.n. 15 Oct 2011.",49.132839,-65.471272,,mass
1642,BG,Acer pensylvanicum,Acer,Acer pensylvanicum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: MRC La Haute-Yamaska: Granby, Parc Bellevue. Forêt feuillue. 121 m. 45°24'20.71""N, 72°42'46.95""W. Fleury N. s.n. 29 Sep 2013.",45.242071,-72.424695,,5
1643,BG,Juglans cinerea,Juglans,Juglans cinerea,NA,NA,Walnut,NA,Y,Y,Y,butternut; nut,Y,Food,Materials,NA,Nuts,Materials,,NA,1C,1,Tertiary,W,Canada,"Canada: Québec: MRC La-Rivière-du-Nord: Saint-Hippolyte, Lac-Connelly. René Meilleur s.n. 3 Sep 1938.",45.930274,-74.024652,,1
1644,BG,Zizania aquatica var. aquatica,Zizania,Zizania aquatica,var.,aquatica,"Rice, Wild-rice",NA,Y,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1B,1,Secondary,W,Canada,"Canada: Québec: MRC Le Haut-Richelieu: Saint-Georges-de-Clarenceville. Marais. 31 m. 45°05'15""N, 73°13'20""W. Bailleul, S.M.; Coursol, F.; Rinfret-Pilon, A s.n. 24 Sep 2013.",45.051,-73.132,,1
1645,BG,Physalis heterophylla,Physalis,Physalis heterophylla,NA,NA,Tomatillo,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: MRC Le Haut-Saint-Laurent: Saint-Anicet, Cazaville. Lisière forestière. ca 67 m. 45°3'56.65""N, 74°21'46.74""W. Bailleul, S.M.; Bernard, M.-J.; Coursol, F.; Gaudette, R. s.n. 28 Sep 2011.",45.35665,-74.214674,,1
