GARDEN_CODE,INSTITUTION,TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
1093,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1094,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1095,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1096,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1097,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,6
1098,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1099,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1100,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1101,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1102,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1103,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1104,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1105,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1106,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1107,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1108,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1109,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1110,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,5
1111,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1112,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1113,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,7
1114,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,10
1115,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,15
1116,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1117,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1118,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,5
1119,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1120,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1121,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,12
1122,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1123,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1124,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1125,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1126,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1127,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1128,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1129,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1130,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1131,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1132,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1133,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1134,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1135,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1136,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1137,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1138,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1139,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1140,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1141,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,4
1142,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1143,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,7
1144,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1145,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1146,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1147,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1148,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1149,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1150,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1151,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1152,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1153,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1154,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1155,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1156,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1157,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1158,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1159,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1160,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1161,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1162,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1163,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1164,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,4
1165,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1166,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1167,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1168,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1169,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1170,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1171,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1172,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1173,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,8
1174,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1175,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1176,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1177,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1178,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1179,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1180,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
1181,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1182,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1183,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1184,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1185,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1186,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1187,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1188,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1189,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1190,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1191,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1192,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1193,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1194,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1195,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1196,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,7
1197,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1198,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1199,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1200,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1201,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1202,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1203,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1204,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,7
1205,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1206,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1207,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1208,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1209,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,4
1210,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1211,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1212,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
1213,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,12
1214,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1215,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1216,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
