"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","NAME","COMMON.NAME","FAMILY","NATIVITY","NSC","LOCATION.and.QUANTITY","ACCN..","PT","LATITUDE","LONGITUDE","PSOURCE","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"636","Sedum divergens","Sedum","Sedum divergens",NA,NA,"Sedum",NA,"Y","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum divergens","spreading stonecrop","Crassulaceae","WNA","!HE","24A (25)                                                 ","2012-0166"," "," "," ","N.A.T.S.","Sedum","divergens","","","","","Sedum divergens"
"637","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","135C (8)                                                 ","1995-0409"," "," "," ","Plant Sale","Sedum","oreganum","","","","","Sedum oreganum"
"638","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","22A (18), 4 (15)","1996-0284"," "," "," ","Jelitto","Sedum","oreganum","","","","","Sedum oreganum"
"639","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","24A (10)                                                 ","2001-0283"," "," "," ","Fraser'sThim","Sedum","oreganum","","","","","Sedum oreganum"
"640","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","4 (18)                                                 ","2011-0315"," "," "," ","BC's Wild","Sedum","oreganum","","","","","Sedum oreganum"
"641","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","135C (20)                                                 ","1995-0267"," "," "," ","BC's Wild","Sedum","oreganum","","","","","Sedum oreganum"
"642","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","137E (2), 135B (5)","1991-0390"," "," "," ","Alpine GC","Sedum","oreganum","","","","","Sedum oreganum"
"643","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","23A (17), 6B (10), 7 (25), 9 (65), 24A (24), 24B (9), 22A (15), 5 (18), 23B (22), 6A (20), 24E (7)","2011-0222"," "," "," ","Cedar Rim","Sedum","oreganum","","","","","Sedum oreganum"
"644","Sedum oreganum","Sedum","Sedum oreganum",NA,NA,"Sedum",NA,"N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum oreganum","Oregon stonecrop","Crassulaceae","WNA","!HD","24A (72)                                                 ","2009-0624"," "," "," ","N.A.T.S.","Sedum","oreganum","","","","","Sedum oreganum"
"645","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium 'Rubrum'","broadleaf stonecrop","Crassulaceae","Garden Origin","!HD","135C (18)                                                 ","1995-0417"," "," "," ","Plant Sale","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"646","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","22B (18), 24A (3), 4 (18)","2013-0095"," "," "," ","BC's Wild","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"647","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium 'Cape Blanco'","broadleaf stonecrop","Crassulaceae","Garden Origin","!HD","51 (4)                                                 ","1992-0210"," "," "," ","Southlands","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"648","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","137C (2)                                                 ","2001-0478"," "," "," ","GW (Bby)","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"649","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","90 (22)                                                 ","1998-0175"," "," "," ","Jelitto","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"650","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","24E (13)                                                 ","1995-0416"," "," "," ","Plant Sale","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"651","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","4 (43), 24A (23)","2011-0002"," "," "," ","Misc.","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"652","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","24A (18)                                                 ","2012-0167"," "," "," ","N.A.T.S.","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"653","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","24E (20), 24A (28)","1996-0297"," "," "," ","Jelitto","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"654","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium 'Purpureum'","broadleaf stonecrop","Crassulaceae","Garden Origin","!HD","51 (1)                                                 ","1992-0112"," "," "," ","Southlands","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"655","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","TR19 (1)                                                 ","2001-0263"," "," "," ","Plenderleith","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"656","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","51 (1)                                                 ","1992-0111"," "," "," ","Southlands","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"657","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium 'Rubrum'","broadleaf stonecrop","Crassulaceae","Garden Origin","!HD","137F (4)                                                 ","1991-0228"," "," "," ","UBC-BG","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"658","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","24B (15)                                                 ","2016-0278"," "," "," ","N.A.T.S.","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"659","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium 'Cape Blanco'","broadleaf stonecrop","Crassulaceae","Garden Origin","!HD","49 (1), 96A (1)","2004-0178"," "," "," ","Valleybrook","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"660","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","TR28 (1), 53 (1)","2006-0035"," "," "," ","Plenderleith","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"661","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium","broadleaf stonecrop","Crassulaceae","WNA","!HD","4 (32)                                                 ","2011-0290"," "," "," ","Linnaea","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"662","Sedum spathulifolium","Sedum","Sedum spathulifolium",NA,NA,"Sedum",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sedum spathulifolium 'Cape Blanco'","broadleaf stonecrop","Crassulaceae","Garden Origin","!HD","38B (11)                                                 ","2011-0006"," "," "," ","Sunset","Sedum","spathulifolium","","","","","Sedum spathulifolium"
"663","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis","soapberry, Canada buffaloberry","Elaeagnaceae","WNA","!SD","137G (5)                                                 ","2014-0256"," "," "," ","Linnaea","Shepherdia","canadensis","","","","","Shepherdia canadensis"
"664","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis","soapberry, Canada buffaloberry","Elaeagnaceae","WNA","!SD","43 (16)                                                 ","2012-0212"," "," "," ","Linnaea","Shepherdia","canadensis","","","","","Shepherdia canadensis"
"665","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis","soapberry, Canada buffaloberry","Elaeagnaceae","WNA","!SD","22A (1)                                                 ","1985-0163"," "," "," ","Sherlock, J","Shepherdia","canadensis","","","","","Shepherdia canadensis"
"666","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis","soapberry, Canada buffaloberry","Elaeagnaceae","WNA","!SD","137E (1), 135A (1)","1996-0308"," "," "," ","ReidCollins","Shepherdia","canadensis","","","","","Shepherdia canadensis"
"667","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis","soapberry, Canada buffaloberry","Elaeagnaceae","WNA","!SD","4 (2)                                                 ","2011-0291"," "," "," ","Linnaea","Shepherdia","canadensis","","","","","Shepherdia canadensis"
"668","Shepherdia canadensis","Shepherdia","Shepherdia canadensis",NA,NA,"Buffaloberry",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Shepherdia canadensis","soapberry, Canada buffaloberry","Elaeagnaceae","WNA","!SD","22A (1)                                                 ","1974-0311"," "," "," ","Rose","Shepherdia","canadensis","","","","","Shepherdia canadensis"
"669","Silphium perfoliatum","Silphium","Silphium perfoliatum",NA,NA,"Rosinweed",NA,"N","Y","N","","Y","Cultural","Food",NA,"Medicinals","Oils","",NA,"2",2,"Secondary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Silphium perfoliatum","cup plant","Asteraceae","E North America","!HD","16 (1), 151 (1)","1999-0495"," "," "," ","Forestfarm","Silphium","perfoliatum","","","","","Silphium perfoliatum"
"670","Sorbus decora","Sorbus","Sorbus decora",NA,NA,"Rowan",NA,"Y","N","Y","fruit","Y","Food","Forest Resources",NA,"Fruits","Forest Resources","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Sorbus decora","showy mountain ash","Rosaceae","NE North America","!TD","105 (1)                                                 ","1978-0685"," "," "," ","Hillier","Sorbus","decora","","","","","Sorbus decora"
"671","Spiraea douglasii","Spiraea","Spiraea douglasii",NA,NA,"Meadowsweet",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Spiraea douglasii","Douglas' spirea, hardhack","Rosaceae","WNA","!SD","5 (7), 43 (13)","2012-0168"," "," "," ","N.A.T.S.","Spiraea","douglasii","","","","","Spiraea douglasii"
"672","Spiraea douglasii","Spiraea","Spiraea douglasii",NA,NA,"Meadowsweet",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Spiraea douglasii","Douglas' spirea, hardhack","Rosaceae","WNA","!SD","4 (1), 137F (1), 24B (1), 117 (11), 63 (1), 22A (8), 65 (1), 22B (2), 24D (3)","1976-0302"," "," "," ","Sunset","Spiraea","douglasii","","","","","Spiraea douglasii"
"673","Spiraea douglasii","Spiraea","Spiraea douglasii",NA,NA,"Meadowsweet",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Spiraea douglasii","Douglas' spirea, hardhack","Rosaceae","WNA","!SD","33 (25)                                                 ","2011-0181"," "," "," ","Piroche Plts","Spiraea","douglasii","","","","","Spiraea douglasii"
"674","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus",NA,NA,"Snowberry",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos albus","snowberry","Caprifoliaceae","N Amer","!SD","137M (3), 33 (4), 13B (1), 22A (14), 15A (12), 35B (1), 39 (1), 22B (12), 137F (1)","1973-0140"," "," "," ","Stanley Park","Symphoricarpos","albus","","","","","Symphoricarpos albus"
"675","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus",NA,NA,"Snowberry",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos albus","snowberry","Caprifoliaceae","N Amer","!SD","23B (26), 6A (100), 24E (7), 8 (17), 43 (34), 22A (10), 5 (33)","2011-0225"," "," "," ","Cedar Rim","Symphoricarpos","albus","","","","","Symphoricarpos albus"
"676","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus",NA,NA,"Snowberry",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos albus","snowberry","Caprifoliaceae","N Amer","!SD","80A (5)                                                 ","2016-0257"," "," "," ","N.A.T.S.","Symphoricarpos","albus","","","","","Symphoricarpos albus"
"677","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus",NA,NA,"Snowberry",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos albus","snowberry","Caprifoliaceae","N Amer","!SD","139 (1)                                                 ","1997-0815"," "," "," ","VD-Seedling","Symphoricarpos","albus","","","","","Symphoricarpos albus"
"678","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus",NA,NA,"Snowberry",NA,"N","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Symphoricarpos albus","snowberry","Caprifoliaceae","N Amer","!SD","4 (10)                                                 ","2011-0293"," "," "," ","Linnaea","Symphoricarpos","albus","","","","","Symphoricarpos albus"
"679","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis","American arborvitae","Cupressaceae","E North America","!TC","159 (7)                                                 ","1996-0771","W"," "," ","LivingCarpet","Thuja","occidentalis","","","","","Thuja occidentalis"
"680","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Brandon'","American arborvitae (Cdn)","Cupressaceae","Garden Origin","!SC","133 (45)                                                 ","2009-0143"," "," "," ","Qualitree","Thuja","occidentalis","","","","","Thuja occidentalis"
"681","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Little Gem'","dwarf American arborvitae","Cupressaceae","Garden Origin","!SC","52 (1)                                                 ","1978-0582"," "," "," ","Wollenberg","Thuja","occidentalis","","","","","Thuja occidentalis"
"682","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis","American arborvitae","Cupressaceae","E North America","!TC","159 (5)                                                 ","1993-0648","W"," "," ","MontrealBG","Thuja","occidentalis","","","","","Thuja occidentalis"
"683","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Little Gem'","dwarf American arborvitae","Cupressaceae","Garden Origin","!SC","96A (1)                                                 ","1973-0895"," "," "," ","Sunset","Thuja","occidentalis","","","","","Thuja occidentalis"
"684","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis","American arborvitae","Cupressaceae","E North America","!TC","159 (14)                                                 ","1996-0565"," "," "," ","Hutchinson","Thuja","occidentalis","","","","","Thuja occidentalis"
"685","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Rheingold'","American arborvitae","Cupressaceae","Garden Origin","!SC","5 (1)                                                 ","1973-0840"," "," "," ","Sunset","Thuja","occidentalis","","","","","Thuja occidentalis"
"686","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Fastigiata'","pyramidal cedar","Cupressaceae","Garden Origin","!TC","133 (52)                                                 ","2006-0007"," "," "," ","Hutchinson","Thuja","occidentalis","","","","","Thuja occidentalis"
"687","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis","American arborvitae","Cupressaceae","E North America","!TC","159 (1), 135B (4), 117 (4)","1996-0695"," "," "," ","Sheridan","Thuja","occidentalis","","","","","Thuja occidentalis"
"688","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Harvest Moon'","dwarf American arborvitae","Cupressaceae","Garden Origin","!SC","56 (1)                                                 ","2008-0405"," "," "," ","PNW","Thuja","occidentalis","","","","","Thuja occidentalis"
"689","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Brandon'","American arborvitae (Cdn)","Cupressaceae","Garden Origin","!SC","133 (1)                                                 ","1984-0034"," "," "," ","Massot Nurs","Thuja","occidentalis","","","","","Thuja occidentalis"
"690","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Fastigiata'","pyramidal cedar","Cupressaceae","Garden Origin","!TC","133 (5), 135C (45)","1983-0267"," "," "," ","Massot Nurs","Thuja","occidentalis","","","","","Thuja occidentalis"
"691","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Ohlendorffii'","dwarf American arborvitae","Cupressaceae","Garden Origin","!SC","67 (1)                                                 ","1974-0012"," "," "," ","Dixon","Thuja","occidentalis","","","","","Thuja occidentalis"
"692","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Fastigiata'","pyramidal cedar","Cupressaceae","Garden Origin","!TC","60 (63), 46A (6)","1978-1185"," "," "," ","Sunset","Thuja","occidentalis","","","","","Thuja occidentalis"
"693","Thuja occidentalis","Thuja","Thuja occidentalis",NA,NA,"Cedar",NA,"Y","N","Y","leaves","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Thuja occidentalis 'Brandon'","American arborvitae (Cdn)","Cupressaceae","Garden Origin","!SC","154A (20)                                                 ","2015-0012"," "," "," ","Specimen","Thuja","occidentalis","","","","","Thuja occidentalis"
