PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,PGRC,SPECIES,RANK,INFRASPECIFIC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
Alder,Alnus alnobetula,Alnus,Y,Alnus alnobetula,NA,NA,N,Y,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Alder,Alnus alnobetula subsp. crispa,Alnus,Y,Alnus alnobetula,subsp.,crispa,Y,Y,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Alder,Alnus alnobetula subsp. sinuata,Alnus,Y,Alnus alnobetula,subsp.,sinuata,Y,Y,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Alder,Alnus incana,Alnus,Y,Alnus incana,NA,NA,N,Y,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Alder,Alnus incana subsp. rugosa,Alnus,Y,Alnus incana,subsp.,rugosa,Y,Y,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Alder,Alnus rubra,Alnus,Y,Alnus rubra,NA,NA,Y,Y,Y,inner bark and catkins,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Amaranth,Amaranthus albus,Amaranthus,Y,Amaranthus albus,NA,NA,Y,Y,Y,greens and seeds used,N,Food,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Amaranth,Amaranthus californicus,Amaranthus,Y,Amaranthus californicus,NA,NA,Y,Y,Y,greens and seeds used,Y,Food,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Amaranth,Amaranthus hybridus,Amaranthus,Y,Amaranthus hybridus,NA,NA,Y,Y,Y,greens and seeds used,N,Food,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Progenitor,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Amaranth,Amaranthus retroflexus,Amaranthus,Y,Amaranthus retroflexus,NA,NA,Y,Y,Y,greens and seeds used,N,Food,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Amaranth,Amaranthus tuberculatus,Amaranthus,Y,Amaranthus tuberculatus,NA,NA,Y,Y,N,,Y,Food,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Apple,Malus coronaria,Malus,Y,Malus coronaria,NA,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Apple,Malus fusca,Malus,Y,Malus fusca,NA,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1A,Graftstock,,,Disease Resistance (B),,Gene Transfer (F),,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus americana,Prunus,Y,Prunus americana,NA,NA,Y,Y,Y,fruit,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Progenitor,1A,Graftstock,,,,,,Dwarfing (AG),Crop Quality (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus emarginata,Prunus,Y,Prunus emarginata,NA,NA,Y,Y,N,,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Secondary,1A,Graftstock,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,
"Apricot, Cherry, Peach, Plum",Prunus nigra,Prunus,Y,Prunus nigra,NA,NA,Y,Y,Y,fruit,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus pensylvanica,Prunus,Y,Prunus pensylvanica,NA,NA,Y,Y,Y,fruit,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Progenitor,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus pumila,Prunus,Y,Prunus pumila,NA,NA,N,Y,N,,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Progenitor,1A,Graftstock,,,,,,Dwarfing (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
"Apricot, Cherry, Peach, Plum",Prunus pumila var. besseyi,Prunus,Y,Prunus pumila,var.,besseyi,Y,Y,N,,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Progenitor,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
"Apricot, Cherry, Peach, Plum",Prunus pumila var. depressa,Prunus,Y,Prunus pumila,var.,depressa,Y,Y,N,,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Progenitor,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
"Apricot, Cherry, Peach, Plum",Prunus pumila var. pumila,Prunus,Y,Prunus pumila,var.,pumila,Y,Y,N,,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Progenitor,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
"Apricot, Cherry, Peach, Plum",Prunus pumila var. susquehanae,Prunus,Y,Prunus pumila,var.,susquehanae,Y,Y,N,,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Progenitor,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
"Apricot, Cherry, Peach, Plum",Prunus serotina,Prunus,Y,Prunus serotina,NA,NA,N,Y,Y,fruit,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Tertiary,1C,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus serotina var. serotina,Prunus,Y,Prunus serotina,var.,serotina,Y,Y,Y,fruit,Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus virginiana,Prunus,Y,Prunus virginiana,NA,NA,N,Y,Y,"fruit, bark as tea",Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Tertiary,1C,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus virginiana var. demissa,Prunus,Y,Prunus virginiana,var.,demissa,Y,Y,Y,"fruit, bark as tea",Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus virginiana var. virginiana,Prunus,Y,Prunus virginiana,var.,virginiana,Y,Y,Y,"fruit, bark as tea",Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Arbutus,Arbutus menziesii,Arbutus,Y,Arbutus menziesii,NA,NA,Y,N,Y,medicinal properties,Y,Medicinals,Food,NA,Medicinals,Fruits,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Arnica,Arnica cordifolia,Arnica,Y,Arnica cordifolia,NA,NA,Y,N,Y,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Arrowgrass,Triglochin maritima,Triglochin,Y,Triglochin maritima,NA,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Arrowshead,Sagittaria latifolia,Sagittaria,Y,Sagittaria latifolia,NA,NA,Y,N,Y,,Y,,Food,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Ash,Fraxinus americana,Fraxinus,Y,Fraxinus americana,NA,NA,Y,Y,Y,ash; leaves and seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Ash,Fraxinus nigra,Fraxinus,Y,Fraxinus nigra,NA,NA,Y,Y,Y,ash; leaves and seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Ash,Fraxinus pennsylvanica,Fraxinus,Y,Fraxinus pennsylvanica,NA,NA,Y,Y,Y,ash; inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Ash,Fraxinus quadrangulata,Fraxinus,Y,Fraxinus quadrangulata,NA,NA,Y,Y,Y,ash; leaves and seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Balsamroot,Balsamorhiza deltoidea,Balsamorhiza,Y,Balsamorhiza deltoidea,NA,NA,Y,N,Y,"roots, sprouts",Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Balsamroot,Balsamorhiza sagittata,Balsamorhiza,Y,Balsamorhiza sagittata,NA,NA,Y,N,Y,"roots, greens, stems, seeds",Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Barberry,Mahonia aquifolium,Mahonia,Y,Mahonia aquifolium,NA,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Barberry,Mahonia nervosa,Mahonia,Y,Mahonia nervosa,NA,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Barberry,Mahonia repens,Mahonia,Y,Mahonia repens,NA,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Barley,Hordeum brachyantherum,Hordeum,Y,Hordeum brachyantherum,NA,NA,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Barley,Hordeum brachyantherum subsp. brachyantherum,Hordeum,Y,Hordeum brachyantherum,subsp.,brachyantherum,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Barley,Hordeum depressum,Hordeum,Y,Hordeum depressum,NA,NA,Y,Y,N,,N,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Barley,Hordeum jubatum,Hordeum,Y,Hordeum jubatum,NA,NA,N,Y,Y,foxtail barley; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Barley,Hordeum jubatum subsp. intermedium,Hordeum,Y,Hordeum jubatum,subsp.,intermedium,Y,Y,Y,foxtail barley; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Barley,Hordeum jubatum subsp. jubatum,Hordeum,Y,Hordeum jubatum,subsp.,jubatum,Y,Y,Y,foxtail barley; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Barley,Hordeum pusillum,Hordeum,Y,Hordeum pusillum,NA,NA,Y,Y,N,,N,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Bayberry,Morella pensylvanica,Morella,Y,Morella pensylvanica,NA,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Bayberry,Myrica gale,Myrica,Y,Myrica gale,NA,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Bearberry,Arctostaphylos columbiana,Arctostaphylos,Y,Arctostaphylos columbiana,NA,NA,Y,N,Y,berries edible,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Bearberry,Arctostaphylos uva-ursi,Arctostaphylos,Y,Arctostaphylos uva-ursi,NA,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Bearberry,Arctous rubra,Arctous,Y,Arctous rubra,NA,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Beech,Fagus grandifolia,Fagus,Y,Fagus grandifolia,NA,NA,Y,Y,Y,beechnut; nuts,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Bentgrass,Agrostis exarata,Agrostis,Y,Agrostis exarata,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Bentgrass,Agrostis hyemalis,Agrostis,Y,Agrostis hyemalis,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Bentgrass,Agrostis mertensii,Agrostis,Y,Agrostis mertensii,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Bentgrass,Agrostis perennans,Agrostis,Y,Agrostis perennans,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Bentgrass,Agrostis scabra,Agrostis,Y,Agrostis scabra,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Birch,Betula alleghaniensis,Betula,Y,Betula alleghaniensis,NA,NA,Y,Y,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Birch,Betula lenta,Betula,Y,Betula lenta,NA,NA,Y,Y,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Birch,Betula occidentalis,Betula,Y,Betula occidentalis,NA,NA,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Birch,Betula papyrifera,Betula,Y,Betula papyrifera,NA,NA,Y,Y,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Birch,Betula populifolia,Betula,Y,Betula populifolia,NA,NA,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Biscuitroot,Lomatium ambiguum,Lomatium,Y,Lomatium ambiguum,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium cous,Lomatium,Y,Lomatium cous,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium dissectum,Lomatium,Y,Lomatium dissectum,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium foeniculaceum,Lomatium,Y,Lomatium foeniculaceum,NA,NA,N,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium foeniculaceum subsp. foeniculaceum,Lomatium,Y,Lomatium foeniculaceum,subsp.,foeniculaceum,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium geyeri,Lomatium,Y,Lomatium geyeri,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium macrocarpum,Lomatium,Y,Lomatium macrocarpum,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium nudicaule,Lomatium,Y,Lomatium nudicaule,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium triternatum,Lomatium,Y,Lomatium triternatum,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium utriculatum,Lomatium,Y,Lomatium utriculatum,NA,NA,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus ×paracaulis,Rubus,Y,Rubus ×paracaulis,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus ×recurvicaulis,Rubus,Y,Rubus ×recurvicaulis,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus ×setosus,Rubus,Y,Rubus ×setosus,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus allegheniensis,Rubus,Y,Rubus allegheniensis,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),Growth Habit (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus,Rubus,Y,Rubus arcticus,NA,NA,N,Y,Y,Nagoonberry; fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,High Yield (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus subsp. acaulis,Rubus,Y,Rubus arcticus,subsp.,acaulis,Y,Y,Y,Nagoonberry,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus subsp. arcticus,Rubus,Y,Rubus arcticus,subsp.,arcticus,Y,Y,Y,Nagoonberry,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus subsp. stellatus,Rubus,Y,Rubus arcticus,subsp.,stellatus,Y,Y,Y,Nagoonberry,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus canadensis,Rubus,Y,Rubus canadensis,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus chamaemorus,Rubus,Y,Rubus chamaemorus,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus flagellaris,Rubus,Y,Rubus flagellaris,NA,NA,Y,Y,Y,Northern dewberry,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus idaeus,Rubus,Y,Rubus idaeus,NA,NA,N,Y,Y,"fruit, shoots, leaves for tea",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus idaeus subsp. idaeus,Rubus,Y,Rubus idaeus,subsp.,idaeus,Y,Y,Y,"fruit, shoots, leaves for tea",N,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus idaeus subsp. strigosus,Rubus,Y,Rubus idaeus,subsp.,strigosus,Y,Y,Y,"fruit, shoots, leaves for tea",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus lasiococcus,Rubus,Y,Rubus lasiococcus,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus leucodermis,Rubus,Y,Rubus leucodermis,NA,NA,Y,Y,Y,"fruit, shoots",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus nivalis,Rubus,Y,Rubus nivalis,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus nutkanus,Rubus,Y,Rubus nutkanus,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus occidentalis,Rubus,Y,Rubus occidentalis,NA,NA,Y,Y,Y,"fruit, greens, shoots]",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus odoratus,Rubus,Y,Rubus odoratus,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,,High Yield (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus pedatus,Rubus,Y,Rubus pedatus,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus pensilvanicus,Rubus,Y,Rubus pensilvanicus,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus spectabilis,Rubus,Y,Rubus spectabilis,NA,NA,Y,Y,Y,"fruit, shoots",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus ursinus,Rubus,Y,Rubus ursinus,NA,NA,Y,Y,Y,"fruit, leaves as tea",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),,,Early Maturity (P),GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Blanket-Flower,Gaillardia aristata,Gaillardia,Y,Gaillardia aristata,NA,NA,Y,Y,N,,Y,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,,,,,,,Ornamental Features (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Bleeding-Heart,Dicentra formosa,Dicentra,Y,Dicentra formosa,NA,NA,Y,Y,N,,Y,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,,,,,,,Ornamental Features (AG),,,,GRIN-Global 2021,,
