PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,PGRC,SPECIES,RANK,INFRASPECIFIC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
Wheat,Elymus virginicus var. intermedius,Elymus,,Elymus virginicus,var.,intermedius,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus virginicus var. virginicus,Elymus,,Elymus virginicus,var.,virginicus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Leymus cinereus,Leymus,,Leymus cinereus,NA,NA,Y,Y,Y,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus innovatus,Leymus,,Leymus innovatus,NA,NA,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Leymus innovatus subsp. innovatus,Leymus,,Leymus innovatus,subsp.,innovatus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Leymus innovatus subsp. velutinus,Leymus,,Leymus innovatus,subsp.,velutinus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Leymus mollis,Leymus,,Leymus mollis,NA,NA,N,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,Heat Tolerance (AB),Salt Tolerance (AB),Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus mollis subsp. mollis,Leymus,,Leymus mollis,subsp.,mollis,Y,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus mollis subsp. villosissimus,Leymus,,Leymus mollis,subsp.,villosissimus,Y,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus triticoides,Leymus,,Leymus triticoides,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Pascopyrum smithii,Pascopyrum,,Pascopyrum smithii,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Wheat,Pseudoroegneria spicata,Pseudoroegneria,,Pseudoroegneria spicata,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Wild-ginger,Asarum canadense,Asarum,,Asarum canadense,NA,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Wild-ginger,Asarum caudatum,Asarum,,Asarum caudatum,NA,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Wild-licorice,Glycyrrhiza lepidota,Glycyrrhiza,,Glycyrrhiza lepidota,NA,NA,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Wild-rice,Zizania aquatica,Zizania,,Zizania aquatica,NA,NA,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wild-rice,Zizania aquatica var. aquatica,Zizania,,Zizania aquatica,var.,aquatica,Y,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wild-rice,Zizania aquatica var. brevis,Zizania,,Zizania aquatica,var.,brevis,Y,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wild-rice,Zizania palustris,Zizania,,Zizania palustris,NA,NA,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wild-rice,Zizania palustris var. interior,Zizania,,Zizania palustris,var.,interior,Y,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wild-rice,Zizania palustris var. palustris,Zizania,,Zizania palustris,var.,palustris,Y,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wild-sarsaparilla,Aralia nudicaulis,Aralia,,Aralia nudicaulis,NA,NA,Y,N,Y,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix arctica,Salix,,Salix arctica,NA,NA,Y,Y,Y,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix arctophila,Salix,,Salix arctophila,NA,NA,Y,Y,Y,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix barclayi,Salix,,Salix barclayi,NA,NA,Y,Y,Y,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix exigua,Salix,,Salix exigua,NA,NA,Y,Y,Y,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix lucida,Salix,,Salix lucida,NA,NA,N,Y,Y,,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix lucida subsp. lasiandra,Salix,,Salix lucida,subsp.,lasiandra,Y,Y,Y,,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix planifolia,Salix,,Salix planifolia,NA,NA,Y,Y,Y,leaves,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix pulchra,Salix,,Salix pulchra,NA,NA,Y,Y,Y,"buds, leaves, shoots",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix reticulata,Salix,,Salix reticulata,NA,NA,Y,Y,Y,greens,Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix richardsonii,Salix,,Salix richardsonii,NA,NA,Y,Y,Y,"buds, leaves",Y,Medicinals,Forest Resources,NA,Medicinals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix scouleriana,Salix,,Salix scouleriana,NA,NA,Y,Y,Y,,Y,Medicinals,,NA,Medicinals,,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Willow,Salix sitchensis,Salix,,Salix sitchensis,NA,NA,Y,Y,Y,,Y,Medicinals,,NA,Medicinals,,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Witch-Hazel,Hamamelis virginiana,Hamamelis,,Hamamelis virginiana,NA,NA,Y,Y,Y,witch-hazel; leaves dried as tea,Y,Ornamentals,Medicinals,NA,Ornamentals,Medicinals,,NA,2,Assume distant,2,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Yam,Dioscorea villosa,Dioscorea,,Dioscorea villosa,NA,NA,Y,Y,Y,"wild yam, atlantci yam; roots",Y,Food,,NA,Vegetables,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Yarrow,Achillea millefolium,Achillea,,Achillea millefolium,NA,NA,Y,N,Y,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Yerba buena,Clinopodium douglasii,Clinopodium,,Clinopodium douglasii,NA,NA,Y,N,Y,leaves for tea,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Yew,Taxus brevifolia,Taxus,,Taxus brevifolia,NA,NA,Y,Y,Y,medicinal properties,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Fett-Neto et al. 1992
Yew,Taxus canadensis,Taxus,,Taxus canadensis,NA,NA,Y,Y,Y,"twigs, fruit",Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Yucca,Yucca glauca,Yucca,,Yucca glauca,NA,NA,Y,N,Y,"hearts, buds",Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
